time,open,high,low,close,volume,return_interval,RV_20_min,RV_60_min,RV_240_min
2018/10/8 13:30,3322.08,3322.08,3318.37,3319.83,102506700,-0.000677516,0.002410468,0.004028553,0.011181987
2018/10/8 13:35,3320.43,3320.43,3316.26,3316.26,100866900,-0.001256651,0.002180317,0.004433797,0.011115636
2018/10/8 13:40,3316.6,3318.49,3315.76,3318.36,126345900,0.000530523,0.002445082,0.00459036,0.011121259
2018/10/8 13:45,3317.85,3318.22,3315.37,3315.37,104943800,-0.000747752,0.002767998,0.004978452,0.011097172
2018/10/8 13:50,3315.15,3323.32,3314.67,3321.26,139375900,0.001841358,0.002397548,0.004915458,0.011090053
2018/10/8 13:55,3321.12,3321.21,3318.66,3318.72,84835600,-0.000722909,0.002422375,0.004874369,0.011073738
2018/10/8 14:00,3318.44,3318.44,3314.16,3314.37,100425700,-0.001227233,0.002138454,0.004851041,0.011011977
2018/10/8 14:05,3314.66,3314.66,3308.37,3309.7,176232400,-0.001497503,0.002464074,0.005120098,0.01097466
2018/10/8 14:10,3309.76,3310.17,3305.37,3305.74,145725500,-0.001215328,0.002161168,0.005217324,0.010907203
2018/10/8 14:15,3305.34,3308.72,3303.64,3307.99,143273500,0.000801412,0.003006139,0.005687976,0.010983867
2018/10/8 14:20,3308.34,3308.34,3306.6,3306.82,111582700,-0.00045955,0.003243454,0.007370659,0.010989522
2018/10/8 14:25,3306.86,3306.86,3299.95,3300.47,170666500,-0.001934216,0.003324382,0.007114158,0.010834602
2018/10/8 14:30,3300.3,3303.08,3299.83,3301.21,148270300,0.000275695,0.003707134,0.007126598,0.010951858
2018/10/8 14:35,3301.33,3301.33,3293.56,3293.95,250137800,-0.002237965,0.002975685,0.007171209,0.010981227
2018/10/8 14:40,3293.66,3298.46,3293.53,3297.95,190151800,0.001301655,0.002905103,0.007054047,0.010908154
2018/10/8 14:45,3297.95,3298.04,3290.48,3291.14,228423300,-0.002067054,0.003015332,0.007040854,0.010755093
2018/10/8 14:50,3290.92,3291.28,3285.42,3285.45,281704400,-0.001663532,0.002967655,0.006942929,0.010628965
2018/10/8 14:55,3285.63,3287.95,3285.25,3286.77,290269700,0.000346905,0.003802827,0.006962645,0.010675075
2018/10/8 15:00,3287.18,3290.9,3287.14,3290.9,191107500,0.001131029,0.005947016,0.006915993,0.010632756
2018/10/9 9:35,3290.17,3306.61,3290.17,3297.48,435832400,0.002219305,0.005519737,0.006608962,0.010398603
2018/10/9 9:40,3296.86,3296.88,3291.67,3291.67,214095700,-0.001575466,0.005313998,0.007103706,0.010515727
2018/10/9 9:45,3291.38,3291.38,3283.1,3283.48,244901600,-0.002403094,0.00530189,0.007016994,0.012173525
2018/10/9 9:50,3283.08,3298.58,3283.06,3298.58,226253200,0.004710067,0.002439868,0.00521247,0.011243496
2018/10/9 9:55,3298.74,3300.74,3298.1,3298.21,203301000,-0.00016068,0.003164474,0.005225485,0.011298727
2018/10/9 10:00,3298.36,3303.86,3298.11,3300.02,176351500,0.000503154,0.003340466,0.005390384,0.011357323
2018/10/9 10:05,3299.67,3307.52,3299.49,3307.52,171987400,0.0023762,0.002430409,0.005022799,0.011139006
2018/10/9 10:10,3308.01,3309.8,3305.31,3307.46,210641700,-0.000166277,0.002551666,0.005023715,0.011405472
2018/10/9 10:15,3307.7,3307.99,3301.02,3301.02,168355600,-0.002021572,0.001788013,0.004836849,0.011336012
2018/10/9 10:20,3300.43,3300.98,3295.93,3296.53,153879800,-0.001182363,0.003326464,0.005753148,0.011370881
2018/10/9 10:25,3296.72,3297.27,3294.65,3294.65,122689800,-0.000628094,0.003901447,0.005995164,0.011446329
2018/10/9 10:30,3294.97,3298.66,3294.44,3297.59,126032600,0.000794835,0.003834826,0.006004144,0.011429305
2018/10/9 10:35,3297.54,3302.48,3297.52,3300.44,150911500,0.000879057,0.003754305,0.006094049,0.01144139
2018/10/9 10:40,3299.95,3299.95,3289.92,3289.92,170607000,-0.003044068,0.002613841,0.005671428,0.011377753
2018/10/9 10:45,3289.69,3289.84,3282.29,3282.68,193457900,-0.002133173,0.002024929,0.005505415,0.011503064
2018/10/9 10:50,3282.71,3285.38,3282.18,3283.83,143427800,0.000341123,0.002005198,0.005568169,0.01156908
2018/10/9 10:55,3283.65,3283.85,3279.13,3282.33,162702400,-0.000402073,0.002470488,0.005562942,0.011633794
2018/10/9 11:00,3282.68,3288.87,3282.17,3287.33,116710700,0.001415523,0.00389887,0.005381726,0.012261798
2018/10/9 11:05,3287.21,3287.21,3282.78,3282.78,90200400,-0.001348556,0.004076808,0.005219584,0.01277351
2018/10/9 11:10,3282.38,3282.55,3276.13,3281.75,145860200,-0.000191952,0.004162096,0.005254875,0.012776417
2018/10/9 11:15,3281.81,3286.86,3280.73,3286.73,96622000,0.00149805,0.00411574,0.005039197,0.012720349
2018/10/9 11:20,3286.93,3297.97,3286.27,3297.9,143880700,0.003331904,0.003183041,0.004186238,0.01229102
2018/10/9 11:25,3298.16,3304.24,3297.7,3304.1,153244800,0.001799384,0.003096594,0.003801025,0.012282797
2018/10/9 11:30,3303.92,3304.75,3300.75,3301.08,94610800,-0.000859955,0.003108158,0.003721603,0.012255341
2018/10/9 13:05,3301.43,3302.61,3295.99,3296.93,146317000,-0.001363976,0.002811351,0.003662232,0.012211817
2018/10/9 13:10,3297.42,3304.26,3297.37,3304.26,106907300,0.002072201,0.001905265,0.003019744,0.012047151
2018/10/9 13:15,3304.32,3305.17,3298.64,3298.9,110652700,-0.001641624,0.00101725,0.002957102,0.012042063
2018/10/9 13:20,3298.89,3298.89,3295.52,3295.92,77530800,-0.000900708,0.000793738,0.002875522,0.012293095
2018/10/9 13:25,3295.8,3295.8,3292.2,3294.74,77969200,-0.000321673,0.000741954,0.002919821,0.012303208
2018/10/9 13:30,3294.41,3294.41,3292.29,3293.94,71132900,-0.000142676,0.001939795,0.003337002,0.012310847
2018/10/9 13:35,3294.38,3294.44,3292.02,3293.34,85657600,-0.000315739,0.00195553,0.004085161,0.012322442
2018/10/9 13:40,3292.69,3295.31,3292.39,3294.79,82990300,0.000637573,0.001886707,0.004046829,0.012327053
2018/10/9 13:45,3295.27,3296.13,3294.6,3295.78,79008900,0.000154755,0.002226602,0.004160503,0.012355123
2018/10/9 13:50,3295.58,3296.13,3288.85,3289.66,102416900,-0.001797961,0.00131378,0.003761294,0.012318297
2018/10/9 13:55,3289.2,3291.26,3287.98,3290.52,92962600,0.000401233,0.001971181,0.00388446,0.012334453
2018/10/9 14:00,3290.51,3290.71,3289.02,3289.27,79399400,-0.000376912,0.00201964,0.003914648,0.012357026
2018/10/9 14:05,3289.19,3289.19,3285.21,3285.27,97123800,-0.001192494,0.001736982,0.003728696,0.012671007
2018/10/9 14:10,3285.2,3286.34,3284.79,3285.1,99658200,-3.04E-05,0.002376292,0.004339806,0.012709513
2018/10/9 14:15,3284.79,3285.07,3279.31,3279.79,130974900,-0.001523327,0.002996478,0.007739668,0.012681082
2018/10/9 14:20,3279.53,3282.01,3279.16,3281.43,108033100,0.000579184,0.002956048,0.007744237,0.012691331
2018/10/9 14:25,3281.43,3283.4,3280.15,3283.4,115279600,0.000600168,0.003055311,0.007802812,0.012681027
2018/10/9 14:30,3283.59,3289.3,3283.59,3288.92,112195200,0.001621907,0.002602797,0.007735243,0.012619811
2018/10/9 14:35,3288.83,3289.27,3280.95,3281.02,126001700,-0.002377529,0.001491507,0.007410557,0.012400969
2018/10/9 14:40,3281.02,3281.03,3278.79,3280.01,112980900,-0.000307878,0.001583448,0.007801061,0.012422101
2018/10/9 14:45,3279.87,3283.6,3279.41,3283.08,125571800,0.000978219,0.001245449,0.007899795,0.01245616
2018/10/9 14:50,3282.94,3285.51,3282.94,3283.81,134886500,0.000264971,0.00253231,0.008032826,0.012474001
2018/10/9 14:55,3283.72,3287.17,3282.71,3287.17,164931200,0.001050086,0.006978466,0.008095655,0.012451815
2018/10/9 15:00,3286.67,3288.74,3286.67,3288.69,115186400,0.000614415,0.006980521,0.008087302,0.012458871
2018/10/10 9:35,3295.43,3302.25,3294.12,3295.34,315656600,-2.73E-05,0.007070912,0.008151862,0.014005908
2018/10/10 9:40,3295.36,3295.36,3286.67,3288.05,166786200,-0.002220735,0.006829849,0.008326788,0.013997099
2018/10/10 9:45,3288.05,3309.92,3288.05,3309.78,299053100,0.006587038,0.001998194,0.005776155,0.012365524
2018/10/10 9:50,3309.58,3313.67,3305.19,3311.69,312176000,0.00063734,0.003101865,0.005881945,0.01284554
2018/10/10 9:55,3310.58,3310.58,3306.08,3306.85,223875900,-0.001127326,0.00329512,0.005915201,0.012810432
2018/10/10 10:00,3306.7,3310.86,3305.37,3310.86,193034100,0.001257261,0.003386275,0.007100645,0.01282858
2018/10/10 10:05,3311.21,3315.73,3311.14,3314.05,262646900,0.000857325,0.003584393,0.008019576,0.01331216
2018/10/10 10:10,3313.49,3313.56,3304.63,3305.36,193293900,-0.002456621,0.002656166,0.007641318,0.013201608
2018/10/10 10:15,3305.66,3305.91,3300.43,3300.43,176346600,-0.001583388,0.00236585,0.007529756,0.013204628
2018/10/10 10:20,3300.23,3300.66,3295.35,3295.35,154686500,-0.001479779,0.003349881,0.007407493,0.013163356
2018/10/10 10:25,3295.27,3295.33,3290.39,3290.48,140661500,-0.001454656,0.004064888,0.007469313,0.013186389
2018/10/10 10:30,3290.07,3292.65,3289.19,3291.69,134512700,0.00049227,0.004233261,0.007457487,0.013331855
2018/10/10 10:35,3291.81,3292.03,3288.44,3288.44,96344900,-0.001024277,0.004305177,0.007440464,0.013371641
2018/10/10 10:40,3288.57,3288.57,3279.32,3279.39,151502600,-0.00279539,0.005265985,0.006917057,0.013238902
2018/10/10 10:45,3279.62,3280.41,3270.7,3270.7,168969500,-0.002723533,0.005911211,0.00655747,0.012959442
2018/10/10 10:50,3270.23,3275.11,3269.21,3274.42,177282400,0.001280435,0.005780486,0.006948458,0.013515696
2018/10/10 10:55,3274.32,3274.33,3269.59,3270.1,102767800,-0.001289648,0.005706614,0.006853474,0.01374881
2018/10/10 11:00,3270.28,3270.28,3256.82,3256.82,181795200,-0.004124349,0.003989818,0.00549256,0.013182457
2018/10/10 11:05,3256.64,3269.12,3256.58,3269.12,189174800,0.003824847,0.002079644,0.003990499,0.012778021
2018/10/10 11:10,3269.28,3272.82,3269.28,3270.37,130397900,0.000333351,0.002068718,0.004041426,0.012777107
2018/10/10 11:15,3269.96,3270.16,3265.29,3267.01,89160200,-0.000902559,0.002064102,0.004029302,0.013053767
2018/10/10 11:20,3266.66,3270.05,3264.86,3268.63,83890800,0.000602881,0.002048518,0.004265661,0.014088701
2018/10/10 11:25,3268.63,3274.73,3268.34,3274.33,78351100,0.001742331,0.001932117,0.003964774,0.014008216
2018/10/10 11:30,3274.28,3276.12,3274.16,3275.12,60462300,0.000256512,0.003253836,0.004043891,0.014006472
2018/10/10 13:05,3275.27,3276.17,3271.8,3272.35,94443600,-0.000891927,0.003184988,0.004983761,0.013987508
2018/10/10 13:10,3272.37,3274.55,3270.46,3270.58,65511500,-0.000547154,0.003170669,0.005051408,0.013996234
2018/10/10 13:15,3270.73,3275.98,3270.46,3275.98,73384500,0.001603859,0.002804655,0.00495409,0.01443591
2018/10/10 13:20,3276.28,3284.91,3276.28,3284.91,89933800,0.002630622,0.00121082,0.004268294,0.014259252
2018/10/10 13:25,3284.66,3289.13,3284.63,3286.61,100623300,0.000593493,0.001353002,0.004238499,0.014723604
2018/10/10 13:30,3286.79,3287.04,3284.58,3285.29,74397100,-0.000456476,0.001986528,0.004340308,0.014716858
2018/10/10 13:35,3285.41,3290.82,3285.19,3287.45,89334800,0.000620734,0.002029845,0.004316247,0.01516414
2018/10/10 13:40,3287.25,3287.25,3284.72,3284.88,62520000,-0.000721227,0.002073528,0.004327723,0.015148425
2018/10/10 13:45,3285.04,3285.04,3281.96,3282.26,69229800,-0.000846619,0.003586518,0.00445159,0.01529598
2018/10/10 13:50,3282.3,3282.52,3277.3,3277.3,79127200,-0.001524483,0.003393714,0.004243536,0.015278428
2018/10/10 13:55,3277.26,3277.76,3274.81,3274.81,66448400,-0.000747855,0.003543536,0.004242403,0.015420378
2018/10/10 14:00,3274.92,3277.91,3274.62,3277.66,74880400,0.000836312,0.003528842,0.004225143,0.015452604
2018/10/10 14:05,3277.6,3288.33,3276.58,3287.6,134648300,0.003046368,0.00180863,0.007036635,0.015173211
2018/10/10 14:10,3287.59,3289.49,3284.29,3284.34,111629900,-0.000989055,0.001837032,0.007295271,0.015254716
2018/10/10 14:15,3284.33,3284.42,3279.83,3280.18,76498000,-0.001264375,0.001397523,0.00721102,0.015375175
2018/10/10 14:20,3279.81,3280.2,3276.52,3277.28,89279200,-0.000771684,0.001406036,0.00799445,0.015559988
2018/10/10 14:25,3277.81,3279.26,3276.57,3276.78,108107600,-0.000314284,0.001918957,0.008011404,0.015705593
2018/10/10 14:30,3276.88,3281.25,3276.12,3280.29,112817400,0.001040083,0.001765111,0.008071358,0.015891405
2018/10/10 14:35,3280.56,3283.54,3279.18,3279.18,107383500,-0.000420748,0.00186769,0.008851324,0.015893332
2018/10/10 14:40,3279.58,3279.58,3276.7,3277,99518300,-0.000786996,0.00184991,0.008990574,0.016303601
2018/10/10 14:45,3277.92,3278.85,3273.31,3273.52,124332200,-0.001343216,0.006523855,0.009033994,0.016251245
2018/10/10 14:50,3273.48,3275.83,3271.22,3275.83,155623200,0.000717633,0.006835984,0.009066396,0.016301707
2018/10/10 14:55,3276.36,3278.79,3274.04,3278.79,178560500,0.000741402,0.006823303,0.009185467,0.016843059
2018/10/10 15:00,3279.16,3281.6,3278.43,3281.6,128220800,0.000743816,0.007649321,0.009376532,0.016892993
2018/10/11 9:35,3179.54,3200,3172.45,3199.95,1165146900,0.006398652,0.004235506,0.007006296,0.015641062
2018/10/11 9:40,3200.53,3201.59,3193.39,3193.61,419422200,-0.002164483,0.003911588,0.006977475,0.016366856
2018/10/11 9:45,3193.44,3205.33,3192.91,3195.4,341610400,0.00061357,0.005319793,0.006957364,0.016677096
2018/10/11 9:50,3195.11,3206.43,3194.42,3206.43,270971400,0.003536653,0.004346968,0.007229345,0.016334691
2018/10/11 9:55,3206.14,3209.52,3203.63,3204.19,256560000,-0.000608393,0.004594872,0.007740298,0.016553907
2018/10/11 10:00,3204.23,3204.23,3198.43,3199.65,240001000,-0.001430383,0.004490918,0.00772165,0.01649254
2018/10/11 10:05,3199.42,3199.42,3186.77,3187.74,360234000,-0.003657342,0.003084661,0.007097734,0.016091108
2018/10/11 10:10,3187.16,3193.35,3187.16,3192.78,271504200,0.001761773,0.003242084,0.006881987,0.016066004
2018/10/11 10:15,3193.21,3198.35,3192.48,3198.35,180051000,0.001608371,0.003167937,0.007261945,0.016319789
2018/10/11 10:20,3199.78,3204.24,3199.78,3203.14,189171800,0.001049521,0.003635422,0.008949217,0.016287212
2018/10/11 10:25,3203.16,3208.48,3202.65,3208.45,146871900,0.001650132,0.003254163,0.008839677,0.016250861
2018/10/11 10:30,3208.5,3208.9,3201.99,3202.01,164959500,-0.002024801,0.004780816,0.008605638,0.016129931
2018/10/11 10:35,3202.32,3202.57,3197.67,3197.67,186348100,-0.001453128,0.005363165,0.008497653,0.016125562
2018/10/11 10:40,3197.64,3197.64,3191.03,3191.03,191301500,-0.002069289,0.005122425,0.008274763,0.016114115
2018/10/11 10:45,3190.98,3192.24,3188.79,3191.97,187848900,0.000310201,0.005502101,0.009135031,0.016111313
2018/10/11 10:50,3192.67,3192.67,3179.78,3179.78,261845800,-0.004045545,0.003740915,0.008302606,0.015930067
2018/10/11 10:55,3179.19,3182.34,3169.97,3170.2,372145900,-0.00283177,0.00373316,0.008644354,0.015684327
2018/10/11 11:00,3170.08,3171.02,3165.81,3165.88,302414200,-0.001325766,0.006374399,0.008542654,0.016037128
2018/10/11 11:05,3165.66,3172.79,3162.81,3172.1,294126000,0.002032264,0.006105505,0.009088311,0.015965222
2018/10/11 11:10,3172.42,3174.7,3168.34,3173.36,177496200,0.00029626,0.006099702,0.009085892,0.016024102
2018/10/11 11:15,3172.98,3173.68,3163.45,3164.04,184133300,-0.002821517,0.005432319,0.008933166,0.016001605
2018/10/11 11:20,3163.51,3163.73,3146.68,3146.68,320780700,-0.005334242,0.001264713,0.007289358,0.015597896
2018/10/11 11:25,3146.49,3149.26,3144.41,3149.26,342403500,0.000879959,0.00398729,0.007568182,0.015930211
2018/10/11 11:30,3149.8,3150.96,3149.5,3150.21,143629800,0.000130159,0.004210992,0.007678202,0.01599301
2018/10/11 13:05,3149.67,3152.97,3147.64,3148.05,252657400,-0.000514472,0.005592699,0.007708035,0.016300442
2018/10/11 13:10,3147.96,3148.38,3141.35,3145.64,188562900,-0.000737257,0.00554477,0.007894841,0.016368185
2018/10/11 13:15,3145.88,3145.88,3133.61,3133.69,193636400,-0.003882436,0.005424179,0.007248689,0.015928029
2018/10/11 13:20,3133.37,3133.7,3129.11,3129.11,245811400,-0.001360484,0.00525496,0.007550185,0.015870459
2018/10/11 13:25,3129.06,3140.92,3128.4,3140.71,203184400,0.003716249,0.004360399,0.006917079,0.016134908
2018/10/11 13:30,3140.93,3142.68,3140.93,3141.24,127827000,9.87E-05,0.00455969,0.007401968,0.016219438
2018/10/11 13:35,3141.27,3152.94,3140.96,3152.94,151493200,0.003708174,0.003457915,0.006424705,0.015891588
2018/10/11 13:40,3153.19,3155.45,3153.19,3153.85,139471500,0.00020929,0.003688865,0.007420366,0.01589123
2018/10/11 13:45,3153.9,3155.06,3146.43,3146.71,158731000,-0.00228232,0.003020337,0.007067717,0.015750299
2018/10/11 13:50,3146.86,3151.76,3146.86,3151.07,142161000,0.001336947,0.003285312,0.007093862,0.015801076
2018/10/11 13:55,3151.29,3151.29,3143.75,3144.31,148655200,-0.002217423,0.003341347,0.007993658,0.015659643
2018/10/11 14:00,3144.16,3144.16,3139.75,3140.07,148631400,-0.001301671,0.003972779,0.008027581,0.015769074
2018/10/11 14:05,3139.91,3140.39,3134.69,3137.24,169874100,-0.000850705,0.004439647,0.007995669,0.015746696
2018/10/11 14:10,3137.47,3144.6,3137.47,3143.31,149340800,0.001859642,0.004817165,0.009401521,0.015774184
2018/10/11 14:15,3143.25,3143.3,3135.75,3136.03,145868600,-0.002299628,0.004260875,0.00968134,0.01564116
2018/10/11 14:20,3136.26,3136.26,3127.66,3128.39,261669000,-0.002512512,0.005066669,0.009413827,0.015565298
2018/10/11 14:25,3128.57,3131.1,3121.83,3121.83,226746000,-0.002156663,0.00459562,0.009568113,0.015486195
2018/10/11 14:30,3121.49,3121.64,3111.96,3113.27,309162600,-0.002636831,0.004040361,0.009198584,0.015523881
2018/10/11 14:35,3113.18,3119.08,3113.18,3114.7,255659700,0.000488128,0.005880383,0.009201723,0.015756231
2018/10/11 14:40,3114.39,3115.09,3102.41,3102.83,303716800,-0.003718708,0.004794576,0.008552163,0.015313673
2018/10/11 14:45,3102.83,3102.83,3099.04,3101.85,364643000,-0.000315891,0.004806302,0.009156723,0.015310932
2018/10/11 14:50,3102.08,3107.66,3102.08,3106.64,291306900,0.001468902,0.006989922,0.009040308,0.015240996
2018/10/11 14:55,3107.04,3121.33,3106.04,3120.43,330190300,0.004300308,0.006402686,0.00804827,0.014629579
2018/10/11 15:00,3119.44,3124.11,3118.74,3124.11,214155400,0.001495944,0.006321475,0.007919647,0.014585878
2018/10/12 9:35,3124.1,3129.89,3115.14,3125.54,739868400,0.000460827,0.006879573,0.008029888,0.014998843
2018/10/12 9:40,3125.97,3143.19,3125.97,3142.53,413643000,0.005283573,0.004407996,0.006362064,0.014396005
2018/10/12 9:45,3143.09,3143.91,3131.63,3132.86,294956500,-0.003260067,0.003016358,0.005463861,0.014835236
2018/10/12 9:50,3132.68,3136.54,3125.49,3136.12,256492300,0.001097499,0.003192255,0.006261655,0.014842087
2018/10/12 9:55,3135.27,3135.27,3126.65,3126.65,216615100,-0.002753151,0.003662857,0.005646104,0.014686893
2018/10/12 10:00,3126.24,3130.07,3123.95,3125.82,229447800,-0.000134356,0.003665752,0.006693987,0.015207319
2018/10/12 10:05,3125.39,3125.55,3119.69,3123.69,278816100,-0.00054408,0.00383169,0.006807522,0.015223641
2018/10/12 10:10,3123.56,3124.21,3117.52,3118.83,284599900,-0.001515445,0.003545318,0.00678359,0.015148184
2018/10/12 10:15,3119.08,3129.35,3116.24,3129.35,298435500,0.003287229,0.00193237,0.006515497,0.014959431
2018/10/12 10:20,3129.16,3132.06,3128.1,3128.54,171235900,-0.000198156,0.002758205,0.007622963,0.014967734
2018/10/12 10:25,3128.4,3129.05,3124.52,3124.52,131331400,-0.00124102,0.002464451,0.008235352,0.014974734
2018/10/12 10:30,3124.47,3124.88,3122.03,3123.13,128989400,-0.000428965,0.004055682,0.008346179,0.015047009
2018/10/12 10:35,3122.3,3122.75,3117.36,3117.92,161645400,-0.001403797,0.003837696,0.00882501,0.015447817
2018/10/12 10:40,3117.17,3117.69,3110.7,3111.01,206583000,-0.001978107,0.004874837,0.008759252,0.015332573
2018/10/12 10:45,3110.35,3113.99,3109.77,3110.11,189960500,-7.72E-05,0.005058359,0.008807752,0.015332442
2018/10/12 10:50,3110.17,3110.17,3095.98,3100.08,361750900,-0.003249469,0.004123015,0.008187655,0.015025936
2018/10/12 10:55,3100.77,3101.76,3096.07,3099.22,262092600,-0.000500001,0.004897932,0.009437266,0.015029252
2018/10/12 11:00,3098.51,3110.12,3094.97,3109.68,283981600,0.003598476,0.005170864,0.008880181,0.014693759
2018/10/12 11:05,3110.94,3115.15,3109.04,3115.15,166650800,0.001352374,0.006013361,0.00895833,0.014633373
2018/10/12 11:10,3114.65,3115.16,3109.34,3110.28,121573100,-0.001404032,0.006017549,0.008849451,0.014680298
2018/10/12 11:15,3110.11,3118.49,3109.86,3118.49,139246100,0.002690815,0.006258046,0.008474786,0.014446087
2018/10/12 11:20,3118.53,3130.91,3117.93,3130.91,183704400,0.00396196,0.005120803,0.007714556,0.014101826
2018/10/12 11:25,3130.98,3141.72,3130.98,3141.5,256591700,0.003354338,0.003978566,0.006980701,0.01369845
2018/10/12 11:30,3141.53,3146.28,3141.53,3146,122773300,0.001421862,0.003718542,0.007200147,0.013625794
2018/10/12 13:05,3149.13,3159.78,3149.13,3159.2,289656600,0.003192607,0.005090099,0.00645506,0.013253858
2018/10/12 13:10,3159.45,3165.94,3159.45,3164.7,188229600,0.001660303,0.005088926,0.006575404,0.013151078
2018/10/12 13:15,3164.73,3164.91,3160.42,3161.8,163687300,-0.000926258,0.005316218,0.006594486,0.013191643
2018/10/12 13:20,3161.99,3164.63,3159.91,3161.54,134961000,-0.000142326,0.005317362,0.006885663,0.013224548
2018/10/12 13:25,3162.31,3177.27,3162.17,3177.27,204758600,0.004719564,0.002598027,0.005228096,0.012405161
2018/10/12 13:30,3177.61,3178.84,3171.63,3172.35,217687900,-0.001656704,0.002719299,0.005719252,0.012476533
2018/10/12 13:35,3172.3,3172.3,3166.61,3166.61,139682300,-0.001795262,0.002153839,0.006082192,0.012348215
2018/10/12 13:40,3166.17,3166.17,3162.87,3165.6,124159900,-0.000180044,0.003120935,0.006085984,0.012360134
2018/10/12 13:45,3165.89,3168.46,3163.15,3163.15,132407600,-0.00086585,0.003001492,0.006025394,0.012492937
2018/10/12 13:50,3164.13,3164.13,3157.58,3158.31,127092500,-0.001841062,0.003153441,0.005739062,0.012481023
2018/10/12 13:55,3158.35,3160.81,3156.7,3160.51,104163900,0.000683668,0.003253621,0.005718279,0.012547088
2018/10/12 14:00,3160.93,3168.25,3160.59,3168.1,113335500,0.002265751,0.00306558,0.005340993,0.012521325
2018/10/12 14:05,3168.61,3171.94,3168.18,3168.18,146331000,-0.000135715,0.0034021,0.006398249,0.012581788
2018/10/12 14:10,3167.36,3167.44,3160.07,3160.78,123030800,-0.002079601,0.003920596,0.006841685,0.01251389
2018/10/12 14:15,3160.08,3163.41,3160.08,3163.41,105562200,0.001053216,0.004665618,0.008316652,0.012558619
2018/10/12 14:20,3163.56,3169.86,3163.1,3169.85,132557500,0.001986292,0.004230979,0.008162669,0.012494695
2018/10/12 14:25,3170.05,3175.21,3170.05,3174.75,188788500,0.001481528,0.003965113,0.00821166,0.012409666
